"64","First street today hospital lead","Animal","b""\xe5\xc7\x04\x9d`.}\xb3w]\x86.\xacW*1&#n\xcc\x7f\xb86)\xa9\xa8\xd9\xc6u\xee\x16#'\x0f\xe1\xb0=\x91:&J`r\x14\xf9<ff\xe8}Jo~cXj(xP\xef;\x9d\xeb\xb6""","Show church such happy keep.","497.15","2.1332966608533677","true"
"65","Society cold economy","Candidate","b""\xa9\xbd\xdfa*\x89bQ\xfc$\xee\xee\x97\x10\xca\xb6\x0e\x8eqg*yO\xc4\xe6>'\xc2\x9b\x85\xfd\xde\xfbXu\xf3\x1c1\xa2V>\xdc$\xf4O\xcbZ\x1aw\\(\xd1ZU\xa9\x8c\xb5\xddw\x93X\xd8/}""","Fight direction challenge adult later manage president.","331.79","3.6138061212377224","false"
"66","Data money fall","After piece","b'\xdb\x1d\x8c\xa7\x12\n\xf4\xc9\xcdp\xd1\xbdH\xd4\x9a\xbb\xbb$\xbfR%\xb9u\xc2\x176oJ\xc0Sm8\xfbz`\xc8]\x03\xc1\x1c\x0c1\xf0Y\xed\n_\x84\xf2\x89l\xb4\xd5$-*\xda\xbet\x1d""\xe2\xc6\xf0'","Watch for others wear pay.","344.78","2.8407282661199877","false"
"67","Story the partner positive single","Site class","b'S\xdd""\xa9\xf2\xaeRI\x02\xf9\\x\x00\xa2d\xff\x91b j\x87j@\x01\x850\xf5\xdd\xa7d\n\x85\x8d7\x99\xcb\x03\xc8)V~uO\xa1\xc3v\xce\xdb\xa3\xb4~\x91\x95\xbeS\x0e \xc9\xe7qx\xad=L'","Sister yet fast force.","338.92","4.110841910451281","true"
"68","Community special popular do","Exactly","b""\x01\x04\x95\xe5\xe9j\x1c\xbf\xc8\xc33;\xd8/uJ\xc3o\t\x88&F\x90\x89S\x12'\xc2}#k\xc4\xe3\n\x0f\xc2\x86m 5\x823\xec\xdd\xa7j\xc3\xa8\x11\xdc\x02\xd9\x05\x1b\x04u\x92l\x08\x9e8r\xd9}""","Team into arm relate maybe whose seem.","340.31","0.7532608657296885","true"
"69","None many house","Executive successful","b""R\xe4\xd1\xcc\x99\x87\x0b\x87\xbb\\\xa9\xab\xec\xb5\xe4\xdd]\xfa\xb1\x97_a\xf7X\xd6\x08\x02\xf2Q|z\xe6\xf1\xcbC\xd0!\t\xb8\x82\xa9R\xd9\xa8\x7f+\xe1\x0f1\xbc\x16\xa2\xce5U.\xd6\xda8\xd9\xc2^\xca'""","Season audience should.","296.85","0.6456705511182992","false"
"70","Foot information chair difficult","Pull think","b'\xf9\xdeA\xe7\xa6\x88SvZ&\xc3\\\xf2Xh\x9c\xc7NS\x18Sg9#\x96\xb0\xefX)\xe1h\xd8\xce\xc0A\xc25_t\xfa\xdf\xc7\x0f\x80P\xd1\xf6Z:\x81\xe0\xd9\x9bG\x96\xcd\xc5\x0f\x91\x12\x81w\x1e\xef'","Thought could about region.","258.51","1.372621492793581","true"
"71","Bed option half whose model","Finally wear","b'}\xa3_\xce\xa1%\x84\x99\xa4-\xa6\x0f\x95\xef\xef1\xe6\xf2\x18\x08G\xd2Z9\x01z\xca\xd3\x03\xb1\xc2H\xf4\x1fm\xc2\x8c\\\xda\xf5\x10\xed\xfc.\x0c\xb3R\xaa\xa9\xed\xbcA\xcc\xd4K\x1c\xd0\xa3\x1d\xf4\xe7H4N'","Quickly involve year already partner.","294.20","2.5017585163522655","true"
"72","Will speak or activity","Thing risk","b'Q\xb1\xb1\xd6:\xdc;%\x9aW\xc7M\xd3u\x93Y>\x9b\x10\xcf\xdb8uQ\xb2*Hx\xfc\xaa\xe3\x91\xe7\x93\xe7\n\x07,\xf8\x88\x93\xde/\xba{r\xcd\x92\xdd\xb1\xac\x1e\xe4\xe3]\xa4\x7f\x86\xa7\xcb\xb5\x81\x86\xf1'","Woman and society traditional suggest event organization.","12.13","4.176184713804235","false"
"73","What professional peace seven full","Certainly condition","b'\xf8\xaf\xd2\xbc\xb5\xbe\xf2\xeb\x9b\xbc\x11\xd4\x0c\x14\xa6oC\xd3\xc9N\xca\x9bNF`Lc\xcc\x076\x8c\xf2\xd1\x93zQI\x15\xbf\xbf\x9e\x82!\x06\xa09\x11\x1dlAr\xcd*\x8aJ\xd0\x13lV\xf4\x00H\xaf\xab'","Find wait design.","449.13","1.9653762677180053","true"
"74","Form ready special same","Spend","b'\xcf\x81\xecy\x19\xd2\xd2\xe3\x1d\xc6l\xd0\xd6\n\xfbpB(%#\xb6#\x15(^\x9fI\xf2{it\xa5\xb9&\x81\xfe9>?\xc8~\x9e^\x8e\xf2\xdbk\xfd\xe1\xc3\x01J\xba\x8f3q\t\x80]\x9cXd\xb7\x90'","Would unit nearly miss door commercial how.","333.91","4.549463663884054","false"
"75","Bar really","People","b'\r\xb6W\x02<\xbe<B\xabw\x15\x0e\x98\xfb\xf2\x1d\x14\xd9\xb8\xd1Y*go\xfcY93\xe0I\x0bNe\x81\x9fq\xf2\xa5\x90O$\xc7\x05\xfbw\x1e\x14\xca/\xfc\xac\xec\xbf\xa2i\x15\nk\xa9\xa0t\xee\xad\xa9'","Beat must determine.","429.58","0.8322116682786035","true"
"76","Character opportunity particular","Vote term","b'\xc4S{x\x97h<\x05\xf2\xed\x87\xca\x86\xd1\xdf\xda\xb3/\x17\x87\x87/\xd8\xe9\xb2\x96\xdc\x7f""\xf1*\x9f\xfeTU\xa1\x96\xab\x9fat\xcdMw8\x02#)([\xfc\x86\x17@\xd4B*\x9b\x84\xf7g+:\xc1'","Sense play system he friend action.","110.48","1.2451317313266064","false"
"77","Environmental nation","Ok stock","b'\xbb!\xc8\x0cSA)\x0b\xc1\xfe\xd5\xa3Lf/\xc7\xf1\xa8\xc0=\x9a\xb9\tP?\t\x87\xa4?z3\xef\xf0\xfbw\x02}\x92\xafs\xaa\xcc?fV\xd0!\xd1\xe8\x0eG\x03^;\xe9\xa2\xe3\x83\x0bs\xd3\xaa\x94\x80'","Blood left deal particularly night positive young.","209.31","1.2021026083855584","true"
"78","Life this drug itself prove","Defense ask","b'\x05\xd4\xcf\xf3T\xdcI_Z*7\x19\x89a\x1d\x95\x17\x8b\t\x95]\x9f\xde\x86\x03\x93v\xecT\xec\x13\xc3\xf98\x8f\xa9\x11\xf0\x9a\x0e^8i\xebbA\x9e\xd0\x1bY\x8c\xfd\x16\xfa\xd8\x99\r\x83~\xba[\xc6Y\xe1'","Forward section reveal walk letter amount difficult show.","134.93","3.8679093817089916","false"
"79","Road person national talk","Less","b'w\xdf\xc4\x95\xca|\xa5\xef\n\xed\x9b1\x06\xe1\xc9\xa3\x88\n\xcc=\xc8\xb6\x01\xe2\xa9)\x03\x8a(\xf8\rpw\xb9\xe1\x1b\x06\x19\x86\xc1\xd3\xcfk\x9c\tpP\xed\xb5\xf6i\xcc\xac0j\x1f\x1d\xe6u3\xabUH\xfa'","Hair follow time set nor owner sell hotel.","185.95","4.102340930331963","false"
"80","Sister red necessary","Line","b'""\xa7\xd1E[W\xb0\xdei0\xd1\x9a\xd7k\x0ez0\r\xb5\xec`\xa7\x05\x87BK\x92\x1fh\x8e\x1a\x90\x84\'*\xc0\xd2\xff\xbc\x8e4S\x9d\x04P\xcby\xd9U\xd5M<\xe2\xb4\x9bW\x07\x1f\xce\xd0\xa7\x84\xe1\xb7'","Letter school person purpose animal.","391.01","3.3071723753683555","true"
"81","Box history culture sometimes happy","Window","b'\xcd\xf8`\xcb\xfe\xd1\x8d\x14Z\xd38\xd4qZ\xca\xbb\xfe\x0eT\xf9\xb4%\xa5q\x13\x95\x14\xdc\x86\xb8!\xa7.\x13\xc6/\xce\xe7l\xb8\r\xc9\xe4\xc4d\x12x\x1c\x95\x92\xc2\xec\xaa\xd3\xc3:\xd2\xe8\x95\xf0k\x03\x8c\xcf'","Medical usually east chance religious most.","392.00","3.9493197285154613","false"
"82","Decision into fine if live","Network","b'k\xfa\x96\xf1|0bu\xben\xea\xba\x9f@.\x9a\x86\x93\xcc8\xf7\xee\xd8\xbb$\xcd\x85>\x85\x16\x8c3#s\xe6C\xc4g\xbf\xef\x85\xb1D\xf9U\x93M\x0b\x8e\xc1B\x13\xc6\xc8\tc\xab\xb3\xc7\xc4\xa4\x8br\xfb'","Small some whom program movie perform much.","285.01","0.7613503964114221","false"
"83","So officer consumer pattern","Stage","b'U\xf9:\x93a\x89F\xb7jBv\x1ep\xc2\x1d\x86\xe4\xf6\xa1\xbe\xf5\xf36\x9d2\x80\x17;\x1f\x18!\xed\xa7\xf5\xaf\xf1\x94\xe2\xa7\x08\xd5\xca\x18E\xf5h\x94\x82a\xf7\xb7\xb2\xfa\xd4^2\xd0\xf0 f\x83\xd1k<'","Alone brother herself very.","2.90","0.4503658197121413","false"
"84","Offer difficult particular sound","Suddenly fine","b'w\x85\xccn#\xb7\x00E\xe0\xa6\x01)\x1d\x8b\xc4\xe0\xc2\xe0O;\x07\xd5\xack\x88\xb8\xa4\xe2\\\x19\xe9\x98r\xa5k\xf5\xa4\xf7\x15\xaf\xfb\xb4\x80\x9a\xe3\xa55/E\x81\xf1\x8b-&\\e\xa9[n\x83\xc3b/\x84'","Read seat impact.","115.74","1.2886698118787754","false"
"85","Reveal thus modern thought","Ok","b""\x8e\xc1\r\x04\x11_rd\x1f\x83\xf8\xd3\t8\xb6\x7fPx' \xe5\xbd\x16\xbfQ\xd8Og`\xf6\x9e\xff\x08\xfe\xc6\x96\xd6d\x94(\xc6\x9a\t\x1a4\x081K\x0b\x97Z\x18rI\xe9\x1d\xbb\x9c\xed~\xb5\xc5\xa7\xf4""","East including consumer your edge.","88.18","0.648182028711991","false"
"86","Policy not","Why if","b'\xbf5\x10-q\xfe\x03\xd6iu\x8d\xb7\x16\xa7=\x0e\xb7Um\xa7\x9f\x10~~\xff9\xee\x8e\xa7\x81}\x11\xea\xa9\xd6\xedT\xf85z\xab\xaa\xbe\xd7\xad""\x99F\xbbx\xfdG\x8f*J\xa6/\x8d\x15\x07\xed&\x1d\xb3'","Visit employee better.","429.09","3.735744186239425","false"
"87","Already world specific include music","Second report","b'J\xc3\x12\xe5<\xea\xa6\x1eW\x90V`}\xcfKe\xaf\xee\x17V\xbe\xd28?\xd6\xbc\xef\xa72\xb7\x10\xe9\xbd\x97E\x92<\xd35.Y7e\\\x7f\xd0\x99\x9c\x01\xe9\x1fe\xe9\xec\x0f-F\xbc\xd4\x8fQ\x1c\xa0\xa4'","Rate than what professional cover.","136.03","3.4227775015313","false"
"88","Until several sing","Sport","b'\xce\x0f\xd1%V\xc8/:e\xd4\x86J\x8e\xffZ\xccg\x96\xcce\r \xee\xbak\xcb\xde\x10/\xbfgm\xbe\xefr\xfc%b\xbf\xbb\xc5\xe0{L2\xc5\xdb\x9f\xb5\xe2u\x8a\xba\xbbi(\xb6A%\x83g5\x1b\xd7'","Dinner majority last rich.","346.69","2.0883712141413313","false"
"89","Write talk painting community close","Condition","b'\xb6NH\xaaW\xc4\xb0\xb2\xa0\xcaP\xe1\xc7A\xea\xac_\x18\x13\xe5\x85x?\x05\xf3\xfdtzBa\x91\x19\xc6\x19\xe9\xd2x,\xb1\xa3\x7fb\xea*5\x1cU\xa3\xf7\xdc\xecH#\x99\x8d\xe1ME\xad\x92\xc6\xf4\xa2\xe5'","Live if news detail run weight room.","396.02","1.3687725050705528","true"
"90","Officer trip last common indicate","Serious method","b'^t\xd1\xc4\xa5`\xd00b\xbc\x81\xc4\x01h\x18\xf3\xac\x9d\xb1M\xdd\x8b\xd2T]\xd1\x1c\xeeu\x9e\x99Bi8\xccf$\xd9\x8fp\x98\xc3^\x08\xf0\xd8-\xe6RH\xdf\xd0\x03\x04\x92\xab\xa1\xa1/}\x84\xb2\x82Q'","Catch parent seem against popular central sport quite.","423.13","2.517796371592893","false"
"91","Television on certain","Clearly","b'\x99\x1d~\x02?\x1fP\x05\xf8YG\x97\x98`\xb10\xb1\x14\xac,\n\xa8\x97\x83\xf5Z\\\x87\xe56&\xec\xb4\x94F\x9a\xad+\x9a\xb7\xac\xc4\x1aUS\xc0\x16\x91\x1c\xd6\xaak\xdd\x85jT\xec|\xa1\xd5\x18\x00t\xd2'","Improve check religious teach free beyond pay.","423.99","4.387257719963989","false"
"92","Similar full drug research","Include","b'\x9d1""zS\xa8\xbd\x00\xdf\xe89R\xe9\x14t{S\xf9\xbd)\x8e]\xf25;\xe3H\xbf\xa0\xc4=@\xb4\xf2|\xd0\xe3\x17\x11[\xd6U\xd2T\xcf \x8dtJk\xe9]\xfer\x14j\x11\x8b\x14\x19\xbac\xe4k'","Tell choose new recognize place tend.","436.33","3.891865914202527","false"
"93","Sport executive","Through ready","b'\x04 \xd8\xbe\xe8\x1c\xd7\x95\xcbW`\xe6\x115B\x90\xfd\xb2\xe4\x9b$p\xc0\xc3\xa9\x8a\xc9F\xd0\xea\xc9\x93}\x9fd\x12T\t\xb7\xc2Mn\xcc`\x0761d=\x1e\xd3\x86GGBv\xb6\xf0\xe5\xb4\xe7\xbeG\x91'","Great whole such finally fact situation.","121.21","3.594951742769309","true"
"94","Head similar political","Ball behind","b'U\xfd\x89j\xbf>\xdf\x119\xe4\xfdV\xd7/\x89\x96\x08T\xaa\xab\x8b\xfae\xe5d\xff$%\x8f}\xf6\xb1\x7f/\xa6\xf6F\xaba\xfdG\xadm8m\xc1\xe9J\xf1\x85\x05\x0eiH|\xa6va\xe3\x94\xf2\xd6z\x9c'","Identify recently my owner statement big treatment new.","241.27","3.9787648125784303","true"
"95","Thank bank simply","Eye space","b'd\xe57.S;\xb7|\x9c\xb4c\x13\xc7V\x90\xe9S\xd5\x86+\x96ABV\xc5\x16\xd7\x9e0\xce\xa1\r\x93]\x11\x07\xb2\x95\xfd\xf6\x0b(\x95\x1a\x8f\xfa\xe1W~\x06\xff\x18\xaf\xe3O<4[\xd4F\x1a\xd1\xd1~'","Space while all cell.","439.49","0.6262118369679931","false"
"96","Guy to plant","Describe","b""\x1e\x0b\x90?\xa6\xb6/f\xa6}\x81\x8c\xa0\xee\x05\x95\xbc\xb3|\x18\xd4\x1b@\x96\xf5\x05\x9d';x\xfc\x19\x18\xc0a\xa0\xd6\xf9\xc0?\xe5H5\x0f\x8b\r\xfb1\xb72@\x1di\x12Z#\xf0\xce\xe9^\xa6hk\xe1""","Fall national cost edge could able blood movie.","66.76","0.6106585896780081","true"
"97","Their money watch address","Service","b'\xbaw\x1d\xf7\xac\xecy\xa9\xa1\x8a\xb8I2\x08\xe0\x18\xa8=iA]0;\xb6\x91F\x8d\x81\x10\xb0\xc2\xed\xa0NYH\xd8d}-F\xf2\x8a.]\x0cM\x9f\xfe{^\xbf\x1ax\xdf\xfc\x0f\x047r\x1a\t\xb8n'","We after record call remember.","432.86","3.966281311710829","true"
"98","Team likely","Either task","b""\xaa\xc0\xd4\xa7\x80\x105\t\xae\xf7\xe1^|1 C\x82\xda\x079\xfe\x8f\x9dp<WC\x01Q7.\x97\xef\xcf\x05Dui\xf7\xdb\xda\x80x\x0c\xcc\xc1I\xac;~'j\xbb\xdfE[;)\xf6\x1b\xa9%\xf9/""","Role care field keep act.","411.71","0.8677766602917503","true"
"99","Never recognize between news","Former husband","b')Y\xb4S\x12\xa1 \xd5\x04\xca@1\xfao\xbb\x92\x04\xf3\xc2\x10\r\xc1\x19x\x8c\x82\xed\x92:k\xd1=\xe8\xacU\xe4\x8c!\xa2\xf0})\x8fb.\xf4\x0e\x14\x9b`8\xc0\x95\xfb<\x90Z\xa0\x1f0\t\xfcm\xa9'","Enough realize camera impact born.","265.36","4.1751695398278486","false"
"100","Drug success sea door","Research stage","b'\x1b\x0e\xa9\x08\xfd\xd9\x97\x08$+\xda\x08\x8b\x0c\x07p\x15\xa8\x0c\x86\xfc\xd1\x84\x0e\xf8\x8f\xde\xfd\xfd\xcf\xd1o\x9f\xf2\xb6\xb6Y\xb2s\x1c<\r\xb0M\xb8\x96\xc6\xeb\xe5\xf8\r>\xd7\x0c\xbd\x9c\xaa\xd5\x1c\x19\x9aL\x8e\xfa'","Mind or picture draw argue quite.","249.95","2.125591149416003","false"
"101","Daughter talk system wind","My pressure","b'\xe7\xd5oO\xcc\xd9\x02t\xd6\x08s|\xa9\xfa>P\x87\xf7\xfb\xa6\x94\xdc\xb1@\xec\xa7\xa99\xff@J\x97\x9b\xccWfh\xd6\xa8M\x13\x06\x0e\x03\xc4\xdfz\xe4/\x0e\xd7T\xe0\xbd\x93\xeb\x82\xd8\x05-\xa2\xf0N\xd0'","Turn natural may.","293.73","0.8320907395863125","true"
"102","Soon whose business try","Effort","b';9,G,a\x9f\xfdY\x88_e\x08\xa9f\xec\xb5!\xf3\xe9\xba\x11c$l\xf4P:\xe5\x0c\x069i/\xca\x0fH\xbe\x95}\x13=\xa5ui\x85\xc8\xb3rr<O\x96\xe7\xb7\xbd\xe7v\xba\xac\xc0\x07M\xc1'","With both black.","353.26","0.5465050671638111","true"
"103","Gun exist national black","Go respond","b""\n\xf5C\xddz\x8bN\x18\xf2\xf3\x19\xcdJ\xda<\x1b\x05'gC\xa9\x8e\xe7J\x95\xa9\xadl\x8c\xb2.\x12\xcb\xf3\xebe&\xf4>\x86\xee~\xd9\xba\xce\x8d\x15>\xa8@Y\x1d'xu\xf0\xf93\xb52\xa9f\xe6.""","Movie part see serious.","435.80","3.189603430230653","false"
"104","Building thus","Rise","b'a%\x15\x13\x9e\x8e\xf6x\xe8g\xba\xc2m\xdaF%v\xd9\x9bi\x95KP\x8c\xb76I\xbc\xd79i\xb9\xc1__\xcc\x83L\x16\xb8\x0c\x85\xf1\xa4Wl""\x1f`\x0c\xff\xb6\xc9\xf7!-5x1y\xd0ma\xec'","Seem south car painting employee.","342.18","1.0120731363244584","false"
"105","Account positive Congress","It","b""\xd0\xb3\xa5\xab\xd9\xbe\xb7\xdc\xae?>\xd7*y?\x9c'\x81\x8da\xe8F\x8f\x05\xf4\x9c05\x9a/b\x84|\xa5\x95h4\xe6\xf0\xb9B\xd47\xc6\xd25\x1f{\xe0\xa6\x92\xcf\xf7\x0f\x08\x10y\xbd\xa8|N\xef\xf1\x01""","Next involve gun.","454.48","4.544603797522787","true"
"106","Why every apply agent fear","Control","b'U\x80\x88\xa6\xcd\x9c]6\xae\xefaC\xec\xf0\x7f\x92!\x1f\xa2\xa3v\x0e]\xf3\xa7\xe7}\xb0,\x946\x954N\x04\xfbQ\xf9\xe6~VzY\xce\nE~\xeb\xc4\xbc\xfd \xaa4k\xee;\t\xe8\x00K\xfch$'","Style foreign dark enter politics evidence seek.","70.10","0.881658202990902","false"
"107","Into weight peace","Small","b'\x8aL\x9eQ\x97\x97\xe1\x0c\r\xaf\xd1\x1eb\xadp\xa5\x8a$/J\xa6U\xb1D\t\x88\xab\xa5E(\xa04\x9e\x14,\xf9\x0f\xb83\x8f\xcc\xbaP4L\x96\x89\t\xb9\xa8\xfb\xacYs\xeaa\xbc\r$: \xc2v\xfc'","Ground toward those rather gas throw.","263.02","2.8410320727319958","true"
"108","Identify man","Population worry","b'\x9b\x13+\xa3\xf6\x15U\x83#\xc4\xf3L\x89\xc5J\x18\\\x8dA\xcc\x06{\xe3*\x1fjW\xbcTa\x0c\xf2\xec\xbf\xb0\xf0!\xde\xfc\xe4\xef\xceG\xc8\xdc\x11\xc7\x8a\x12\x97h\x1d\x9e\x9a\xbf\xadb~K\x88\xd7 ""\xce'","Test street official special.","0.93","4.248402284049368","false"
"109","Remain enter respond","Expert","b'\x87\xa5\xc2\xe1I\xa8uI\x9b\x1bd\x8a\xd0\x86\x10\xa8r\xeb.\xe7?\xaakJ""\xae\x17\x8f\x10""\x03fg5@)\x1e\xf2\x056\xd5\xed\xe2*\xccw\xe2\x16\xef\xa7\x9b\xe1\x1b\xba\xf3\xf5tl*\x98\x8a\x14\xaf,'","Article act have edge travel skin stay.","283.40","2.8373551254655593","true"
"110","Turn training city player","Bank off","b'IBOBk\xc7\xdb\x98}\x1e\xf8E\xb23\xd64&\xa6\x7fv1\x13\x13\x9d\xd2\xb00\x0b\x0b>\x1a\x84\xb0\xbd\x814%s\x99\x87\x1a\xc8D4\x9d\x1a=vD\x1d\xe2""\xad=\xb2\xa3\x1c\xd5\'\x8c\xc6\x84\xdf3'","Quite conference what media determine model.","407.29","2.6333656006659107","true"
"111","This head foreign hit skill","Them standard","b'^AH\x1e\xe0\xb9\xd6nz\x9c\xa3\x98K\xfa\x90\xa4X3\x85;\x11D\x83K\x1e\x0e]\x116\x15\xe1\xbf\x15\x04\x8e\x88\xc6\x18S\xc3\x8d(\x86%\xefU{\xf6\x85\xf8\xed;\xcf]\xa6\xc7f\xb7\xbe\x14\xf0b\x89\x1f'","Lay level smile suffer some share.","348.27","4.190848618784553","true"
"112","Arrive sort","Up magazine","b'\xcaPl\x16+\xf0w\xca\xbb\x8e\x95\x11\xef[\xbe/bP\xb8=\xff\xfa0!\xb2\x86?PW\x98y\x15\xce>\xbfIX\xb0\xb5\xd7\xbe\x01U\xee`\x14\x9d[WH\x05rj#)\xeb\xf36*\xc1\xda^Jc'","Tough seek since treatment modern show against.","134.10","4.240554948598404","false"
"113","Rest network decide pass law","Future","b'\xb7\x82Y!\xba\x13\xday\xdaZ\xb1\x82[R\x7f\x0cpue\xe0D\xb3\xca\xd0\t8$\x83\x8e\x0cL\xef\x96\xe4\x040F#j(\x13\x1d7\x14u\x16\xe8$\xe3\x826\x8ePE\xbe\xc6\x10\x02\xb9m\xf9\xed\x8fd'","Country worry their fire.","193.45","2.402084418787578","false"
"114","Character place","Low","b'\xda\xd5\x95\x8b\x8ev\x02\x9cb\xa0\xad\xfe\x80arY\xd6\x9f\x16.\tq\xb8\xd7e%\xc2[@g\x8e\xd6\xf8\xdfg)\x19\xa2\xa6\x07\xf3\xc8\x91}\xf2Pq\xba\\-\xa7\xae\xc4\xd5\xeb\xb9\r-#\xe5\x8ce\xf5\xf8'","Now cover himself other sit quite mention.","159.38","1.0690392150955756","false"
"115","Population minute day available","Follow let","b'N.fk\xecw\x7fS\xdc)s^\xe9/y\xac\x8d\x0fD\t]%\x1dx\xb6\xe9\xd0\xfa\x8f_\x9c\xf0\xe0\xfcb\x9fRk[\x8e?\xdf\xb4\xf1\xdf5\xd0\x8fZ\xc9\x1f\x08\x86\xaaZ\x9e\xe8\xb0\xaa\xd4\xcd*[O'","Require trip difference treat tax foreign oil.","486.79","3.2355974251646975","true"
"116","Until rock moment","Federal dinner","b'\xf5\xbd\xcd\x9e\x14\x15\x05\xb9=_\x8a\x02\x86\x10\xd7\xd4\x01 \xd9\x8ce}\x9d9%\xbc\xce\x1a\xb1v\x92\xc3\x03\xed\xa2A1\r\xc0@\x94\x01\xbc\x9b\xe9^>\x8cI\xf6\x98\x0c9y\xdc\xd1\x1b\xc5\xb2 \xb4l\xb4O'","Manager rest yes adult mouth wait black.","159.31","1.9293832664167532","true"
"117","Local size store table","Town than","b'u\x9f\x17\xe6H\xaf\x18L\xd8g\xe8\xd2a\xbc\xa0\x95\xc9x\xd8\xa2\x1dGY0\xcf\xf3y\x06\xd4%\xf8\x9c\\(\xee\xb0\xd2\xb6\xaf4\x0e\xe5\xe4\x16.\x05E#\xc1\x88\x90J\x8f\xff\xfb\xe2\xc0\xb7\xae\xb5P\xc9&\xf0'","Side common civil notice theory.","133.60","2.4190054531654264","true"
"118","Lose poor door attorney","Rate","b""\xc2\x07c\xa6T\x1f/\xca\x16\xb8(Q*\x92\xe0\x066U\x00l\x991\xa7V\xb3{\x15\xcd\xc12:\xc07\x1f\xea)\xb6u\xdf\x8a\x17\tE\xc2n\xe2L\xa5\x93\x9b\x17\x08'u3\xdb\x1f\xab7\xad\x8e\xaa\xef\x0b""","None prepare them rather.","182.96","3.1715564615337617","false"
"119","Eight opportunity maybe future pay","He culture","b'\xfc\xc8jV\xa8\xfc\x9e-_z\xa3r\x06y83\x05\xa7\xf0\tHU\xfe?\xab%\x8ev\x1d\x12Z h\xfbQQ3@7\x0c\x90\x98of?@\xa2.<\xd1""QT%~L]\x96\xb2e\x0f\xa3\xdf\x8e'","Week inside firm sea successful check.","67.19","1.375876153368674","false"
"120","Many laugh attack","Live him","b'\xf2j\x12\xc9\xe7l\x9a\xfc\xed\xbc\x11\xc7q\t\x8fV\xc1\xd8\xb6\x925\x97\x8eq\xd2\xbb\xb4\xed\xf0~\xffX\xd9\x95&\xea\xa9M8\x8dN\x8eS\xae~\xe6\xe6\x825\x96\xab\x0f\x04\x0f\xf2\xac\x1b\xcd\x07\x17\x1b%/\x92'","Approach receive though before happy.","71.70","3.190883326056179","true"
"121","Anyone fish task vote","Stuff significant","b'!\xb5\xe2$\xe9x\xae}\xd7\xcc\x8e?\xa7\xe9\xbe\xe6y\x0f\xdf\x86\xe9\xb9\xcd\x82{\xf5\x04\x89\xa0s]\xa2N\xd6\xa0`!\xe2\xfe\xd3\xf4\x19\x8bj\x03\x12\x9cQ\x9aAN\xf6\xb4n\x0cC\xf5\x00\x00x\x12\xdd!\xa8'","Recognize try choose middle six.","27.94","3.8779659424514987","false"
"122","Assume check prepare race","Property green","b'}\xa9\xffZ.\x15\x9eo\xea\xe1B\x0c\x9cZ;\xd5\xe6\xde#?\x9cE g\x96P\x16\x80B\xe7g}$\xdc\x00\xaa\x01\x8a\xa3a\xfe\x9a\xce\xc1\xe5.\x19\x85\x04\xe6{\xe8z\xbc\x9d\xfeq)\x1d\x17\xaek\x1ad'","Meeting through sister against my laugh will ever.","16.52","3.6309774942337665","false"
"123","Many ball add century","Ball","b""k}\xdeI\x12\x90\x05\xe2,\xd8\x08\xd0]t\xa7\x15\xbe44m\xad\xfb\xa8\x01Jl\x98\xba\x848\xbd\x05\xe8\x87'\x91?\xb8\xe9\x06'\xdaV\x07\xaa\xea\xf4\x80\\\x12D\xbe#\xb3c\x9f_7\xa7SL\xfcM\x87""","Foreign rock generation wish.","186.89","2.0543912067671792","true"
"124","Expect our strong inside","You","b'x\xa4\xf3V\x07\xa5\xabm\t\xd2\r\x08kn\x1f\xc1\xf2\x91\x1a9\xfe\x14V?\xeb\x9f\x14\xc2\xb3\xb2\xc2\x8d\xc2\xee~\xf0}\x92\xd2\xc3W>,\x07\x1bj\x9b;yY\xc9""\x96l>7\xd3\x0e\\\xf6\x8f\xa9\xaa\xc9'","Bed some perhaps sport ahead.","90.53","1.1440603645893739","false"
"125","Recognize focus or gas recognize","Style","b'Q\xaf\x19\x89\xc4\xcc\x9b\xf3R\xe9\xa6\xf2qoZ8\x02\xb8u\x88_\x8d\x12\xc5UO\xd1\xba\xf2$\xdcc_\x93\xc7\xf3\xe7Y\xac\xc3\xed\xbc\x02\xe3\xad\xb2\x8e,-G\xb44\x8d\xaeD\xc8_\x14\xe8\x8e{\xc3`S'","Little expect responsibility when difference support million treatment.","386.06","1.2603023232670618","false"
"126","Few PM leader political system","Month account","b'_pM\x88\xa2C W3\x04t\x8e|\x89\xd4V\x8f\x93\x86\x81l\x11\xfc2\x0e\xb0>\xe5\x13\xbfv\x9cR\xffH\x06avm\xd7D\xb1\x0c2b\x15\xa1\xc3\x97\x03\xdd\xed <:\t\x16\xe5}\x8c\xf9{""^'","Heavy science ahead study training although laugh.","182.24","2.764626834478718","true"
"127","It produce","But stop","b'\x95(\x8b\x1a{\xbe\x07\xc0\xe3k\xb9\x85\x82\x0b$\xba\x1c\xfc\xc0\n!3\xad\x00\x19\xce\xb5\x8fs\x05\xf1\xac\x03\xbe\x1f""\xd52^P\xe3\xe0b&\xf4\xb0\x85\xd8\xf7\xa7\xf4\xa7\xff\x10\xb8\xbc\xe0>M\xcb7t\xcc\x85'","Indeed end country dinner son son old kind.","240.89","0.47208046885170496","true"
